File_Path,Original_Text,Target_Translation
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\FirstContact\Ch04_EXPL_RetrieveGear_Oksana_NearTheMemorial_Sub.json,Near the memorial!,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\FirstContact\Ch04_EXPL_RetrieveGear_Oksana_NearTheMemorial_Sub.json,I've been trying to find him ever since.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\FirstContact\Ch04_EXPL_RetrieveGear_Serdar_AlrightGrabYour_Sub.json,"Alright, doctor - now grab your bag and call Max...",
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\FirstContact\Ch04_EXPL_RetrieveGear_Serdar_ThisIsDr_Sub.json,"This is Dr. Iskanderov, I need Max!",
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\FirstContact\Ch04_EXPL_RetrieveGear_Serdar_ThisIsDr_Sub.json,My wife and I have been captured by slave merchants operating out of Tretyakovskaya.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\FirstContact\Ch04_EXPL_RetrieveGear_Serdar_ThisIsDr_Sub.json,We need help immediately!,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\FirstContact\Ch04_EXPL_RetrieveGear_Serdar_ThisIsDr_Sub.json,Hello???,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\FirstContact\Ch04_EXPL_RetrieveGear_Serdar_YesMax_Sub.json,Yes. Where's Max?,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver01_Comforting_Sub.json,"God, not again with that whiny shit!",
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver01_Comforting_Sub.json,Even a leaky station is better than that pit Pavel wants to drag us off to -,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver01_Comforting_Sub.json,for no good fucking reason!,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver01_ConversationStarter_Sub.json,This is bullshit.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver01_ConversationStarter_Sub.json,So a couple of shipments went missing.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver01_ConversationStarter_Sub.json,On what planet does that mean we have to move,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver01_ConversationStarter_Sub.json,our entire fucking operation overnight?!?,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver01_Sale_Sub.json,"'Thin air', my ass.",
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver01_Sale_Sub.json,Bor and Vadia were always talking about spinning off on their own.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver01_Sale_Sub.json,They didn't go missing; they went into business.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver02_Hope_Sub.json,"You call a month's worth of product disappearing into thin air, 'no good reason'?",
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver02_MissingProduct_Sub.json,"I say the sooner we're out of here, the better.",
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver02_MissingProduct_Sub.json,I'm tired of every goddamn thing I own being soaking wet all the time.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver03_ConversationClosure_Sub.json,Soooo... if tomorrow we find that Pavel's new spot isn't all he's saying...,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\MissingProduct\CH04_EXPL_RetrieveGear_Slaver03_ConversationClosure_Sub.json,maybe Vadia's hiring?,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\OksanaIntro\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,Hello??,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\OksanaIntro\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,I'm looking for my husband.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\OksanaIntro\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,We got separated and he's not answering when I call for him.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\OksanaIntro\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,"And if you ARE my husband and not answering when I call for you,",
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\OksanaIntro\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,"you better be digging up diamonds or something,",
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\OksanaIntro\Ch04_EXPL_RetrieveGear_Oksana_HelloLookingFor_Sub.json,because you don't get to make me worry like this for nothing.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\OksanaIntro\Ch04_EXPL_RetrieveGear_Oksana_ThisIsGoing_Sub.json,This is going nowhere...,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\OksanaIntro\Ch04_EXPL_RetrieveGear_Oksana_WithAllThat_Sub.json,"With all that talking, I know there's somebody there...",
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\OksanaIntro\Ch04_EXPL_RetrieveGear_Oksana_WithAllThat_Sub.json,does anyone hear me or are you just ignoring me?,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\OksanaIntro\Ch04_EXPL_RetrieveGear_Serdar_IsThatA_Sub.json,Is that a radio?,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\SecurityGuard\Ch04_EXPL_RetrieveGear_Serdar_IHaveCircle_Sub.json,I'll have circle around and find those stairs on the other side.,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\SecurityGuard\Ch04_EXPL_RetrieveGear_Serdar_IHaveCircle_Sub.json,Oh how I long for the days when the Metro had maps...,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\SecurityGuard\Ch04_EXPL_RetrieveGear_Serdar_Locked_Sub.json,Locked. Naturally...,
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\SecurityGuard\Ch04_EXPL_RetrieveGear_Serdar_ThatDoorLeads_Sub.json,"That door leads to a stairwell, by the looks of it...",
Impact\Content\Maps\Chapters\Chapter04\EXPL_RetrieveGear\SecurityGuard\Ch04_EXPL_RetrieveGear_Serdar_ThereTheBackpack_Sub.json,There's the backpack.,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_01_Sub.json,"No no no no, not the kids!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_01_Sub.json,"There's too many toys and ATOMS here to, to get hurt by!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_01_Sub.json,"Off you go, off you go.",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,YES!!! THE KIDS HAVE GONE TO SEE THE WORM!!!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,"The worm, the worm, the worm...",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,"He thinks that the worm isn’t real, but ooooh he is!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,He thinks he invented the worm but the worm has always been!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,The worm will feed on the angry souls...,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,"He just gave him the name, that’s what he did!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,And it will grow strong enough to suck the souls of the living!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,Oh poor little rabbits...,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,"Oh, you cry now, but soon they will feed him...",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,"We will forget, we all forget.",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_OldMan_FullScene_02_Sub.json,"We will never forget him, but soon, soon, death always wins...",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_IHitMy_Sub.json,I... I hit my head.,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_IHitMy_Sub.json,"Or, someone hit my head, more like.",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_ThatLikeA_Sub.json,...that...sounds like a fascinating conversation for another time.,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_ThatLikeA_Sub.json,Preferably AFTER we're safely back in Akademicheskaya.,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_TheyOnlyHire_Sub.json,"They only hire the best and brightest, I see.",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaAreWe_Sub.json,Yana? What-- where are we?,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,"Yana! Oh my God, Yana!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,Can you even hear yourself?!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,You sound as crazy as that old idiot!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,Look where it got you! Where it got us!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,And for what? For nothing!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,For nothing! For your delusions!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,Why?! Was it so difficult to keep taking these fucking pills?!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,None of this would’ve happened!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,Fuck! None of this is real!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,"I don’t know about the other kids, but your son is dead!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,He! Is! Dead!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaMyGod_Sub.json,"Oh damn, how tired I am!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaThisIs_Sub.json,"Yana, please! If this is about Petya again--",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Serdar_YanaWillFind_Sub.json,Yana! I will find you!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver1_AndThatNeverGetsOldToYou_Sub.json,And that never gets old to you??,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver1_BigBoyHere_Sub.json,Big boy here's gonna need a leash,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver1_EverybodyBackOfTheCages_Sub.json,"Everybody, back of the cages!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver1_HeyDropTheHeroBit_Sub.json,"Hey! Drop the hero bit and don't be a dick, OK?",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver1_TheGirlAndTheOldGuy_Sub.json,The girl and old guy first!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver2_KeepMoving_Sub.json,Keep moving!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver2_LadiesAndGentlemen_Sub.json,"Ladies and gentlemen, we hope your stay with us has been a comfortable one,",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver2_LadiesAndGentlemen_Sub.json,but unfortunately we will be needing the room for other guests.,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver2_NuhUh_Sub.json,Nuh-uh! Move it!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver2_ShutTheFuckUp_Sub.json,Shut the fuck up already!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Slaver2_WhereDidI_Sub.json,Where did I... Ah fuck it.,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,"Oh God, you gave me a heart attack!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,Are you OK?!? You just kept staring.,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,Some scum decided the memorial would make an excellent mousetrap for a slave ring.,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,Preying on other people's grief...,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,Like they're not afraid that the dead will take revenge on them,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,for hurting their living...,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,"No, he's right! I mean- he's cuckoo but he's right!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,"The guards were talking about the children, I heard them!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,"Serdar, I-- I can't leave.",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,Stop! He is here.,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,"I'm sorry if you don't like it but Petya is here,",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,"and I followed his voice to the memorial, and --",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,"yes, roughly translated-- what this man says IS TRUE!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,Those slaver scumbags are freaking out,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,because all the kids around here keep going missing!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,"You see, he knows...",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,No!! They took your things that way-,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,Call Max! Have him send help--!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_FullScene_Sub.json,I'm sorry!,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_SerdarReminder1_Sub.json,Serdar what’s wrong with you?,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_SerdarReminder2_Sub.json,What are you doing?,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_SerdarReminder3_Sub.json,"Please, snap out of it Serdar!",
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_SerdarReminder4_Sub.json,You're scaring me...,
Impact\Content\Maps\Chapters\Chapter04\KNE_YanaEscapes\LevelSequenceL2\Ch04_KNE_YanaEscapes_Yana_SerdarReminder5_Sub.json,"Serdar, please. Just look at me!",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Oksana_SerdarCanThere_Sub.json,"Serdar, you can't stay there!",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Oksana_SerdarCanThere_Sub.json,Go!,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_IToldHer_Sub.json,I told her the worm only likes the kiddies!,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_IToldHer_Sub.json,"But that woman, she never listens!",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheWorm_Sub.json,"The worm, the worm, the worm, the worm...",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"They're going into Hell's Mouth, to Hell's Mouth,",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"to Hell's Mouth, to Hell's Mouth, to Hell's Mouth...",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"They're going into Hell's Mouth, to Hell's Mouth,",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"to Hell's Mouth, to Hell's Mouth, to Hell's Mouth...",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"They're going into Hell's Mouth, to Hell's Mouth,",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"to Hell's Mouth, to Hell's Mouth, to Hell's Mouth...",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"They're going into Hell's Mouth, to Hell's Mouth,",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"to Hell's Mouth, to Hell's Mouth, to Hell's Mouth...",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"They're going into Hell's Mouth, to Hell's Mouth,",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"to Hell's Mouth, to Hell's Mouth, to Hell's Mouth...",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"They're going into Hell's Mouth, to Hell's Mouth,",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"to Hell's Mouth, to Hell's Mouth, to Hell's Mouth...",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"They're going into Hell's Mouth, to Hell's Mouth,",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Old_Man_TheyGoingInto_Sub.json,"to Hell's Mouth, to Hell's Mouth, to Hell's Mouth...",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Serdar_OksanaOutsideThe_Sub.json,"Oksana, I'm outside the compound.",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Serdar_OksanaOutsideThe_Sub.json,How far is the train yard?,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Serdar_WaitHellYana_Sub.json,Wait!! What's Hell's Mouth??!,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Serdar_WaitHellYana_Sub.json,Where did Yana go???,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\FreedSlave\Ch04_TTR_EvadeSlavers3_Serdar_WaitYana_Sub.json,Wait! Where's Yana??,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWAmmo\CH04_TTR_EvadeSlavers3_Heavy1_NoDima_Sub.json,"Yeah, well, get the lights back on and we'll talk.",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWAmmo\CH04_TTR_EvadeSlavers3_Heavy1_NoDima_Sub.json,"Until then, you don't pay me enough to wander around out in the dark",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWAmmo\CH04_TTR_EvadeSlavers3_Heavy1_NoDima_Sub.json,with my ass hanging out.,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWAmmo\CH04_TTR_EvadeSlavers3_Heavy2_BogdanWhy_Sub.json,"Bogdan, what the fuck, man?",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWAmmo\CH04_TTR_EvadeSlavers3_Heavy2_BogdanWhy_Sub.json,The whole station's on alert; you can't just hang out here doing fuck all!,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWAmmo\CH04_TTR_EvadeSlavers3_Heavy2_ShtoZadknis_Sub.json,You live underground and are afraid of the dark.,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWAmmo\CH04_TTR_EvadeSlavers3_Heavy2_ShtoZadknis_Sub.json,For real.,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWGate\CH04_TTR_EvadeSlavers3_Heavy2_DoorShut_Sub.json,We can't wait any longer!,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWGate\CH04_TTR_EvadeSlavers3_Heavy2_DoorShut_Sub.json,Shut the gate!,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWIntro\CH04_TTR_EvadeSlavers3_Heavy1_LookLikeClassroom_Sub.json,Would you shut up about goddamn ghosts and goblins and shit?,
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWIntro\CH04_TTR_EvadeSlavers3_Heavy1_TakSloshai_Sub.json,"Listen up! Once those gates are sealed, whoever we've got is who we've got.",
Impact\Content\Maps\Chapters\Chapter04\TTR_EvadeSlavers3\LWIntro\CH04_TTR_EvadeSlavers3_Heavy1_TakSloshai_Sub.json,"We pool the weapons, and then fan out to secure the transports in teams.",
